	image_name	popularity_score	partial_faces	is_female	baby	child	teenager	youth	middle_age	senior	white	black	asian	oval_face	round_face	heart_face	smiling	mouth_open	frowning	wearing_glasses	wearing_sunglasses	wearing_lipstick	tongue_out	duck_face	black_hair	blond_hair	brown_hair	red_hair	curly_hair	straight_hair	braid_hair	showing_cellphone	using_earphone	using_mirror	braces	wearing_hat	harsh_lighting	dim_lighting
7951	10013314_792461370786622_989130876_a	4.5089999999999995	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5360	10012497_238625363009008_1210023419_a	5.093	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
43775	927262_1421401964779675_1998531166_a	3.673	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
2969	10009910_1410391429229172_1676397927_a	3.392	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
34773	1530655_272053782968077_2042668478_a	4.231	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4937	10011498_491047854329442_681046407_a	3.705	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11092	10175319_620034784745817_1651450743_a	3.445	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34705	1530623_1474589246103580_57838191_a	4.676	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
31307	1515882_440053306129529_1977835406_a	4.814	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
10679	10175289_279284902240747_5781457_a	4.7010000000000005	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8561	10175109_289413747888039_1541417765_a	4.628	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
9268	10175170_1414066298855551_374288684_a	4.0489999999999995	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
12160	10175404_1472986889601106_1962092221_a	3.9560000000000004	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3460	10011227_1580495375508012_1356709228_a	4.1530000000000005	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1
9625	10175200_431519366984136_200324961_a	4.229	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
11122	10175321_468389113260742_827934421_a	4.55	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34931	1530725_753070908050526_458310592_a	4.226	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1
27828	1172120_209802819231079_1206152415_a	5.25	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32101	1516188_228386207367908_1980434443_a	3.633	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1
14706	10246090_623963661011338_447431556_a	5.065	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
36340	1597173_1407728869498325_1022894730_a	5.184	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
41441	925830_1470880239795458_664236926_a	3.865	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1
17862	10249190_528428510612138_1445693646_a	4.19	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7803	10013288_268398456654669_630647905_a	4.409	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
6872	10013133_483465288421913_1431516163_a	4.707	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16270	10246214_724742620891042_1918820071_a	3.904	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17273	10249146_266707063511039_1322343904_a	4.303999999999999	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33831	1527525_300501750105401_954501140_a	4.8660000000000005	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18829	10251483_271478783033394_1521141153_a	4.486000000000001	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15513	10246152_797884443572636_936418012_a	3.682	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
8681	10175121_226321777565903_1704253639_a	4.123	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
13595	10246003_901880606505544_279322807_a	3.569	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33226	1516833_434359359999764_1250325926_a	5.769	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40835	925447_438152889620792_1283556771_a	4.545	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1
44570	927920_376741502465611_212209344_a	5.082	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
25910	1170498_1416969065229357_1080472709_a	5.555	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41119	925471_1475750825969889_531748847_a	4.078	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9427	10175183_450116325134019_1015835069_a	3.978	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8926	10175139_233247886868348_1731599070_a	4.393	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1
41614	925843_215639558647151_202212601_a	4.128	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1
31385	1515900_699225410141608_604089_a	4.459	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1649	10005721_278828552284644_1150606481_a	4.859	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
12377	10245909_1397908807152110_1943956657_a	4.893	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1
28606	1209532_1443110989266039_1420950483_a	4.112	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13593	10246003_775197745838219_65023706_a	4.624	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19758	10251550_1502145963347340_1486336073_a	4.583	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
37314	1740661_1410042552597157_985889254_a	5.156000000000001	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
10313	10175258_366672466804487_1963609235_a	3.593	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1379	10005647_375799229230062_447323783_a	4.717	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6200	10013020_278524952306857_698687104_a	4.878	-1	0	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29584	1515054_1376574599284222_2025370696_a	3.543	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
28723	1209603_658123860901653_56345660_a	4.263	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
38303	1940982_373158669493552_1250836915_a	4.519	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14987	10246111_531392383635970_382806143_a	3.377	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18413	10251448_1423716827879348_1804899686_a	4.57	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
7786	10013286_311400019013575_315336896_a	3.975	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
10555	10175277_770258969651969_1465798820_a	4.357	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18898	10251488_273777712800008_1958223395_a	3.1180000000000003	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12783	10245941_701568083240194_946959782_a	3.9139999999999997	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
23295	10261082_608501365892691_2102111003_a	4.093	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13340	10245985_646322138756514_1631625644_a	4.852	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
16426	10246229_831238963557308_45421143_a	4.5360000000000005	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31015	1515789_427638557371863_1417352393_a	3.8489999999999998	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19803	10251553_437915746343846_1646490395_a	4.352	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6081	10013002_1385091345104568_498584412_a	5.39	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33493	1516935_1424745424446346_1498847446_a	4.575	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9478	10175188_1578899182334416_313628600_a	4.0489999999999995	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30539	1515269_257776751061712_1426648469_a	4.5760000000000005	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9182	10175162_212298878979537_928287608_a	4.465	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
24455	10261299_733825783318021_1597212036_a	4.387	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9345	10175174_675761735820257_1652762794_a	3.5189999999999997	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
28871	1209685_247233415461521_133005267_a	3.983	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16558	10249092_623334761088198_1518961572_a	4.541	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
9348	10175174_814851558528552_1345311109_a	4.223	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1
3326	10011202_1394562430822950_2063298831_a	3.509	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10869	10175303_551419338290308_2103978480_a	4.527	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9192	10175162_828110583872930_1673242188_a	4.69	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
13951	10246031_1434583136783075_619032851_a	3.428	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11034	10175315_389873027819083_228467675_a	3.883	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31209	1515849_551817411600128_1700023076_a	4.2669999999999995	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31762	1515997_665408390161146_1647086275_a	4.436	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
17906	10251408_655160767854300_1933945406_a	3.948	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25078	1168906_704528166257215_1108907805_a	4.349	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18594	10251463_1432794700301858_500828677_a	2.708	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32754	1516620_725529734165324_1765691732_a	3.4210000000000003	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31838	1516028_670689326323903_1599021346_a	5.246	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
670	10005312_716145271741256_192080825_a	4.145	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1
25643	1170384_233288620206111_1575081539_a	3.7739999999999996	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
3040	10009921_729838247036263_1553908587_a	4.777	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42407	926433_853033098044123_760774479_a	4.011	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25335	1170098_434026640066130_133738945_a	4.141	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31228	1515859_1488968411326879_307095974_a	4.0569999999999995	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42373	926431_1412982122296906_513892457_a	3.773	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
4311	10011375_441904452620061_466778253_a	4.497	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1
3256	10011188_1402068056733044_1606009913_a	5.093	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12392	10245909_560003174097886_109701483_a	4.006	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1
40508	925227_673102509404163_2037401272_a	5.078	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26400	1171193_795441877163304_482642046_a	4.502	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1
11571	10175359_1484844951728931_1081847524_a	4.44	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29038	1388848_245922788924827_907812221_a	4.63	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2861	10009881_766580450041124_433426031_a	3.815	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1
9606	10175198_667299236664073_918620806_a	3.345	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1
25974	1170521_1439417582967959_1090876618_a	4.1819999999999995	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1
8241	10013350_614094938660904_835662461_a	4.753	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1
30849	1515742_1381259632155291_743630265_a	4.044	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18458	10251452_1452212808347979_832798896_a	4.769	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
29784	1515105_1399889213620642_1351665034_a	3.645	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27910	1172140_1411464629118007_54397744_a	3.972	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
